,market_rel_strength,wave1_trend,wave2_trend,edgar_ai_intensity,wave1,wave2,FDI
2016-08-31,0.9762123419669574,35.61844964327277,19.465224239261993,0.34846972364643775,-1.5387340278096082,-0.6761384716612475,-1.1074362497354278
2016-09-30,0.9536626510428375,35.116604820836535,23.56428331132105,0.9001463790351727,-1.5725312368811144,-0.4739401678176992,-1.0232357023494068
2016-10-31,1.0396577473802613,37.04364638067599,21.003282003190037,0.49571578119066795,-1.443320397176083,-0.6133689113718187,-1.028344654273951
2016-11-30,0.9943708977793321,36.142683196564455,19.983335933688252,0.7628771616883344,-1.5085877857764773,-0.5750200017591263,-1.0418038937678018
2016-12-31,1.0783760961324202,36.64645506683419,24.58691127008453,0.4306831894897697,-1.4160024587372648,-0.5565851169467056,-0.9862937878419853
2017-01-31,1.080535005346337,33.72024723747219,18.334257801141217,0.5557323656077754,-1.4853295877957098,-0.6531215650088362,-1.069225576402273
2017-02-28,1.0721319210388767,35.78040204204421,18.83171106717434,0.284216640427548,-1.4430999300135634,-0.7027827352706133,-1.0729413326420882
2017-03-31,0.965404547342962,43.546700723986525,14.549737435458283,0.48167408201887624,-1.3556389431347269,-0.7443796595198637,-1.0500093013272953
2017-04-30,1.0751461935585782,36.996619000744886,24.707320616006722,0.6913124307380414,-1.410546752757939,-0.4970622528894654,-0.9538045028237021
2017-05-31,1.1116633824938509,36.31976409214005,22.893000938955588,0.36113379765169606,-1.3921557037443588,-0.6054113420407584,-0.9987835228925586
2017-06-30,1.1330286123174875,41.01553183054847,22.75054891145716,0.715418753998076,-1.257171516931355,-0.530567852273399,-0.893869684602377
2017-07-31,1.065497526915488,44.800557552592224,22.006701292998184,0.6114451749153688,-1.2293765894968791,-0.5681069870270344,-0.8987417882619568
2017-08-31,1.134223139173808,36.84942292373691,20.330453181704712,0.4111697698458999,-1.3576702952221886,-0.645241228736517,-1.001455761979353
2017-09-30,1.1268530207751741,41.28003703188214,20.64647606183333,0.5000950479441238,-1.256621208768792,-0.6194820536943602,-0.9380516312315761
2017-10-31,1.1546580941067477,40.768483469832084,19.243991748287804,0.5147554027353195,-1.2425246170423203,-0.6440704549392096,-0.9432975359907649
2017-11-30,1.2692014835168985,38.20880613353044,19.389213076500248,0.5852118520578011,-1.1954888877316763,-0.6257459730849191,-0.9106174304082977
2017-12-31,1.1986430043006917,46.59484126613285,20.16292872091323,0.5220169687749856,-1.0583368277156557,-0.6242619140078048,-0.8412993708617302
2018-01-31,1.26211871986448,45.29107130229732,24.53551082173441,0.4889422131023359,-1.0294728168466878,-0.544832342450635,-0.7871525796486614
2018-02-28,1.3345867761108157,46.621611640585776,21.66709147678783,0.5787573462003671,-0.9277443850646124,-0.5820051991502397,-0.7548747921074261
2018-03-31,1.289718771499635,45.27123245589466,19.824654227969987,0.48264041671697755,-1.0035758290810533,-0.6395999770401128,-0.821587903060583
2018-04-30,1.343737957196923,50.08775820841018,18.26186696945708,0.4562845907465032,-0.8344338330127992,-0.6763578488468993,-0.7553958409298492
2018-05-31,1.3871154958437548,48.37323357830264,18.095058269566493,0.656317685498857,-0.8348014709219245,-0.6358127478433084,-0.7353071093826165
2018-06-30,1.4188134046356686,50.89938850005282,24.80818198745233,0.8105615795659942,-0.7428730214640746,-0.46892066437441804,-0.6058968429192464
2018-07-31,1.3900478478951392,49.404885592656406,21.520145342401925,0.4640159550153154,-0.8068294261303122,-0.6100721495284492,-0.7084507878293806
2018-08-31,1.4922728023640606,50.54141921686582,20.20275563473497,0.7098776153506561,-0.6813915977508342,-0.5822890315737407,-0.6318403146622875
2018-09-30,1.594869344622808,59.70734524051807,18.96158401538593,0.6283440344531847,-0.3597055355345783,-0.6247675551769094,-0.49223654535574385
2018-10-31,1.4891053063246176,55.732571395461214,16.67300118390248,0.5962116804434483,-0.5577706682077785,-0.6771796556478458,-0.6174751619278122
2018-11-30,1.6497832795622764,59.71416820040013,19.79961646794101,0.8880960935777655,-0.30705061241745185,-0.5512111162877037,-0.42913086435257775
2018-12-31,1.6536721675367831,60.344161298453216,22.621224739543973,0.6998836581272404,-0.2879635517437872,-0.5365371728252414,-0.4122503622845143
2019-01-31,1.6567647416510456,60.73806751642942,18.82270057106599,1.0199884197477744,-0.2753974436586324,-0.5416632781253268,-0.4085303608919796
2019-02-28,1.829932422848759,62.151215484874115,19.318661414761674,0.6958767074998877,-0.0754017701739749,-0.6028842822733789,-0.33914302622367687
2019-03-31,1.8087333666629521,67.16461988735776,19.33738187292956,0.8882827418330244,0.026647516087145665,-0.5603333523483857,-0.26684291813062
2019-04-30,1.7507044751061007,65.94210476613036,20.329387359522315,0.8133888795808153,-0.0586440178285285,-0.5570866877514526,-0.30786535278999055
2019-05-31,1.8535037522401339,67.92980244411888,15.2217203109163,0.7511518130162682,0.08810861266077563,-0.6719828302898897,-0.29193710881455703
2019-06-30,1.9165261454509241,69.94026584637474,19.294743171548213,0.9686709614249964,0.1973966637432727,-0.5435556603326255,-0.1730794982946764
2019-07-31,1.9147444513636034,74.83673615340797,17.437982545067154,0.8729314901260707,0.3151528337084088,-0.6013516316239892,-0.1430993989577902
2019-08-31,1.9932060033032666,74.71890931453716,22.655211879419973,1.0016323783741632,0.3872742278735639,-0.46971317352487796,-0.04121947282565702
2019-09-30,1.9888393974074292,75.12572186591221,17.690019222827235,0.9182755513114206,0.3930254932477448,-0.58641489743343,-0.09669470209284262
2019-10-31,2.0567398599082107,73.51340117898113,21.733402171395596,0.7759117907470114,0.41859110525957627,-0.5374698988129444,-0.059439396776684056
2019-11-30,2.1245390734720364,72.20674520705745,24.57613087347682,0.9360510336424656,0.45151724135145543,-0.4460105814789854,0.002753329936235005
2019-12-31,2.0460386629562266,80.27015954724735,19.062723267682987,0.9708750693468847,0.5732071756886374,-0.5476719389695024,0.012767618359567523
2020-01-31,2.115142513606419,81.3094893096495,18.199647475285254,1.1177097985470663,0.6646153307099473,-0.5325916620992858,0.06601183430533075
2020-02-29,2.1049485439056257,78.89663605283717,20.57974981392185,0.8480044474888349,0.5960052418158277,-0.5445350748971548,0.02573508345933645
2020-03-31,2.1556037927633676,81.77438043274925,20.000707688868484,0.9872145190989858,0.7146314389882699,-0.5254957283751086,0.09456785530658063
2020-04-30,2.109058734280865,83.24648297382441,17.027617562645215,0.7431946682967405,0.7060570911074866,-0.6379278347390152,0.034064628184235723
2020-05-31,2.1567525882062766,84.07531888780035,21.393307972204322,1.1067929360704603,0.7718654812647994,-0.47167504142415373,0.15009521992032282
2020-06-30,2.191409857420467,84.95492262212372,26.05969343983286,0.8537127160647686,0.826451676725547,-0.4346514816674978,0.1959000975290246
2020-07-31,2.259953038365563,81.36587309218076,19.24204328409136,0.7511706570109944,0.8044053724722673,-0.5922814253831745,0.10606197354454638
2020-08-31,2.2844605025290274,87.75632403270676,19.411780063760425,1.018809388807591,0.9837381857501936,-0.5302440726540162,0.2267470565480887
2020-09-30,2.171696288333149,79.89093317346783,16.890632851218008,1.198549227660462,0.6840626953191966,-0.5408191841357444,0.07162175559172612
2020-10-31,2.207402963003002,86.57976171071631,20.98894891068648,0.8085351545229567,0.881379582863589,-0.5450758515295973,0.16815186566699586
2020-11-30,2.287431551777823,85.7887611911661,16.298547070485572,0.8780724605792405,0.9385753840869532,-0.6228123256901774,0.15788152919838788
2020-12-31,2.1622033997018653,87.19252976206099,16.728389908488467,0.9335063314359392,0.8531261209579667,-0.6021389152460982,0.12549360285593425
2021-01-31,2.244285494871214,90.42946731167292,23.900276990081416,0.8790179414896316,1.0105543191984838,-0.4719114024930651,0.2693214583527094
2021-02-28,2.2671720976975513,89.4261967193917,17.359977947538336,1.1086158414468348,1.0079532636858302,-0.5512305391403838,0.2283613622727232
2021-03-31,2.338539709322292,81.68082129642298,23.339169104524043,0.9337698431421656,0.8872047705507282,-0.4710317059765992,0.2080865322870645
2021-04-30,2.3129546219007193,80.16015917203212,24.691531817765,0.9498482130261829,0.8256501520042681,-0.4406982606409308,0.19247594568166862
2021-05-31,2.2641406431221416,87.75607594668199,20.925525446773253,1.1489288936602853,0.9643097735035658,-0.4717110050897745,0.24629938420689568
2021-06-30,2.2633848870290407,82.31192882049517,21.843932626518683,0.9517722476378178,0.8307665595165674,-0.4967261349391948,0.1670202122886863
2021-07-31,2.269981492668034,85.34636915417613,26.085582100375042,1.134170064620053,0.9111030326396776,-0.3726555812026222,0.2692237257185277
2021-08-31,2.358776069228777,87.90702382839295,19.69472443391558,0.9283985930299143,1.0584479604066068,-0.5444552202095019,0.2569963700985525
2021-09-30,2.2607989599939384,80.44075894054465,18.57564666251779,0.8980933733496105,0.7826439241745015,-0.573282970530425,0.10468047682203824
2021-10-31,2.2661667329917776,79.00883819603641,16.381695115764686,0.8116662128068115,0.7528400447171004,-0.6357218072384705,0.058559118739314964
2021-11-30,2.297734680569898,86.06774527266161,20.674272853170933,1.3748670821647648,0.9552298117888536,-0.427160894351609,0.2640344587186223
2021-12-31,2.2724755948077675,85.36049798199342,25.120399226473516,1.058435760525697,0.9138316747464079,-0.40839167964659456,0.2527199975499067
2022-01-31,2.26676034292977,84.41569827731357,23.727776593101794,1.156485424095648,0.8853185824119183,-0.414503734623365,0.23540742389427666
2022-02-28,2.2187770982330086,85.1844793245113,18.228485562487624,1.1319564219695348,0.858210638936385,-0.5288968002427877,0.16465691934679866
2022-03-31,2.2715465682978757,82.39469981610469,18.743329545307034,1.1814287411485611,0.8405871144545827,-0.5078452702056152,0.16637092212448373
2022-04-30,2.247409884990965,80.3362253765285,20.111691982172193,1.1907801491256,0.7672959208519761,-0.47866935734610905,0.1443132817529335
2022-05-31,2.32522069624385,84.27166895370806,22.889198962343823,1.5016868060543613,0.937682940936172,-0.35545128844867785,0.2911158262437471
2022-06-30,2.296785281077279,81.74715755315336,21.87404896777348,1.0993585138246256,0.8489129823131428,-0.4637748204529999,0.19256908093007147
2022-07-31,2.2600608137942744,79.61937010023985,23.719148914059137,1.0705630026527375,0.7618989601660693,-0.43351093503840965,0.16419401256382982
2022-08-31,2.2917715286164055,85.95231911412063,24.681887167822865,1.212500171523208,0.9467139923103629,-0.38331010886528033,0.28170194172254126
2022-09-30,2.2384150146201627,84.13542345139068,23.766241730221005,1.2374740729321134,0.851387363573862,-0.39598664468260325,0.22770035944562939
2022-10-31,2.3050640619118004,85.42328269523766,25.595696057502792,1.6387734452091964,0.9465125133588623,-0.27174623232608247,0.33738314051638996
2022-11-30,2.2492495697210284,81.12038312322471,27.60231137002606,1.7570680437578925,0.7881854431157779,-0.20603499963001312,0.29107522174288236
2022-12-31,2.2757800449700465,81.99982433831605,28.240409541822054,1.6179775215468832,0.8349998287309226,-0.2238774347381583,0.3055611969963822
2023-01-31,2.1792020600589423,80.86434929539766,31.785886381078917,1.705210981906753,0.7149853773815376,-0.1344697420065622,0.2902578176874877
2023-02-28,2.25827370645957,81.0912770565835,37.970096554522186,2.0378234524245284,0.7961008957737932,0.06103986079398165,0.4285703782838874
2023-03-31,2.153790491258105,84.22982256892948,36.53319739775479,2.5042357841735554,0.7728036417611773,0.13480364534698164,0.4538036435540795
2023-04-30,2.1337722615188173,81.19009685250928,37.64922424756742,2.10502054323061,0.6795094114010959,0.06941016266700306,0.3744597870340495
2023-05-31,2.2177372176864543,84.50595485679042,35.46408865336453,2.866472572321844,0.8406627293674303,0.19302068738047562,0.5168417083739529
2023-06-30,2.1854771494676974,84.35929930598286,45.01564406644862,2.9104201836805257,0.8062495881881606,0.3920012258524419,0.5991254070203013
2023-07-31,2.2362831165937145,89.32150169238722,41.581832612442376,3.532821091848435,0.9758743613789203,0.4603752997238062,0.7181248305513632
2023-08-31,2.3380228224692408,78.97747180023642,46.9383512840266,3.5349724230016,0.8207571055703815,0.5670324036479419,0.6938947546091617
2023-09-30,2.1820028621239813,85.73327582329242,57.563917757406294,3.9815829207153035,0.8364496555815633,0.875576663056864,0.8560131593192136
2023-10-31,2.1902963258403307,82.71878096000542,60.95325163791503,4.12623076204558,0.7708321878891435,0.9744755915996377,0.8726538897443906
2023-11-30,2.22976869335943,82.86678029752896,62.12831515720935,4.525607719499884,0.8121718555756912,1.0853221849413752,0.9487470202585332
2023-12-31,2.242253944784232,78.48482311410072,61.01819387314034,5.1852681823996365,0.7171990567147393,1.20792831330319,0.9625636850089646
2024-01-31,2.2069861852643475,81.38324489809744,68.36350992587717,5.38508005311333,0.7542018109345927,1.3973422720011572,1.075772041467875
2024-02-29,2.203809683452404,84.9266210746737,70.48199243701016,5.4616416393045615,0.8376133470634157,1.4561222801972167,1.1468678136303163
2024-03-31,2.24762318407091,82.38649488203276,77.15324169494833,5.6242072563092576,0.8175202168350209,1.6240085739791545,1.2207643954070877
2024-04-30,2.2369806309541724,82.81758361168826,84.41572236274442,5.675710959035304,0.8178650006194839,1.7792678795049726,1.298566440062228
2024-05-31,2.157875005948427,81.64623129060276,80.3754676777672,6.078591796214606,0.7136758816926838,1.78749622263164,1.250586052162162
2024-06-30,2.2042583524982753,85.92939353638651,79.16974796348207,6.285258949802663,0.8625068353015277,1.8089007055180781,1.335703770409803
2024-07-31,2.2087220302582917,82.35177717771738,79.50581117071238,6.406156492103239,0.7794902647590479,1.8420662068279796,1.3107782357935138
2024-08-31,2.1530518442054993,75.76852736965205,84.11549927538356,6.512730853165987,0.5656674300432253,1.9568103676073385,1.2612388988252818
2024-09-30,2.2176609459279275,80.25006413370616,84.80705792920288,6.44836705284865,0.7367588751950549,1.9564095259097942,1.3465842005524244
2024-10-31,2.1607350015026388,76.37918546081687,82.75377348773105,6.68090135374837,0.5879094563846725,1.9666828977626567,1.2772961770736646
2024-11-30,2.2512673198328788,72.49319842782216,87.27327862934666,6.745987522594469,0.5796366768998938,2.0705441426877753,1.3250904097938345
2024-12-31,2.211396213048921,80.62161142070212,84.05727618698289,6.995196706071232,0.7398354846620014,2.061423775506607,1.4006296300843042
2025-01-31,2.205379465065726,86.1794493665582,91.3239271003301,7.12219653149816,0.8696790411205939,2.233316234852027,1.5514976379863104
2025-02-28,2.1705748396352984,82.28917696860333,91.56374614716937,6.8545738416362285,0.7415007250022034,2.179401269702615,1.4604509973524091
2025-03-31,2.193461479940829,78.60133317236311,91.94479809908444,6.786840178083796,0.6734041821545429,2.1721063159569365,1.4227552490557396
2025-04-30,2.0988207850350933,79.27000431141025,87.52308930143292,6.913576784392339,0.5992572015785068,2.1122357058625725,1.3557464537205397
2025-05-31,2.141501208483519,85.45893755541572,90.69457124105506,6.849545448238905,0.7910438734529687,2.1610687548132237,1.4760563141330962
2025-06-30,2.2156214749642023,82.51671678109686,88.92082489062334,6.843300427464226,0.7901090015934167,2.124537664908101,1.457323333250759
2025-07-31,2.0905006550374257,82.1662087190214,88.28441220366065,6.957101913512601,0.6619632489644673,2.1368695746771067,1.399416411820787
2025-08-31,2.2387479063989795,81.84172993196488,88.5411747184603,6.8184214003138175,0.7957463191402394,2.111557577492829,1.4536519483165342
2025-09-30,2.1086375465664107,82.09865104783093,85.74619012755491,7.073062966816073,0.6776508551412614,2.1119742028893205,1.394812529015291
2025-10-31,2.2333382008350533,84.3823384862608,85.38349927220192,6.972349530913515,0.852558770789613,2.082705665569399,1.467632218179506
2025-11-30,2.152817074058692,83.60774183038696,92.15411510331343,7.030069562531729,0.7566963174117286,2.2295772015015,1.4931367594566143
2025-12-31,2.233661731639651,82.58223535595853,89.24253537027522,6.968827777674093,0.8089509018567493,2.1584336037485095,1.4836922528026295
