Date,ticker,name,close,indexed
2020-11-30,KBWB,Invesco KBW Bank ETF,38.6055817359287,97.9382246293404
2020-12-31,KBWB,Invesco KBW Bank ETF,38.17971563277078,96.85784795328357
2021-01-31,KBWB,Invesco KBW Bank ETF,37.569295028163886,95.30927628037624
2021-02-28,KBWB,Invesco KBW Bank ETF,38.03726227576525,96.49645904913382
2021-03-31,KBWB,Invesco KBW Bank ETF,38.53067390951363,97.7481914994133
2021-04-30,KBWB,Invesco KBW Bank ETF,38.05303097891108,96.53646255954258
2021-05-31,KBWB,Invesco KBW Bank ETF,36.8947221352018,93.59795712524229
2021-06-30,KBWB,Invesco KBW Bank ETF,36.74359439522632,93.21456224087848
2021-07-31,KBWB,Invesco KBW Bank ETF,36.73980385626004,93.20494604964259
2021-08-31,KBWB,Invesco KBW Bank ETF,36.97533338285645,93.8024592237848
2021-09-30,KBWB,Invesco KBW Bank ETF,36.58165633136247,92.80374272303715
2021-10-31,KBWB,Invesco KBW Bank ETF,36.66507043451319,93.0153553656729
2021-11-30,KBWB,Invesco KBW Bank ETF,36.59834223675095,92.8460730772657
2021-12-31,KBWB,Invesco KBW Bank ETF,36.21111706260529,91.86372429809114
2022-01-31,KBWB,Invesco KBW Bank ETF,36.268850438950224,92.01018768827544
2022-02-28,KBWB,Invesco KBW Bank ETF,36.33783560535747,92.18519566432147
2022-03-31,KBWB,Invesco KBW Bank ETF,36.154424028465485,91.71990014461814
2022-04-30,KBWB,Invesco KBW Bank ETF,36.42529725097693,92.4070764885433
2022-05-31,KBWB,Invesco KBW Bank ETF,37.100294193832625,94.11947141282428
2022-06-30,KBWB,Invesco KBW Bank ETF,36.46526892039478,92.50848033125787
2022-07-31,KBWB,Invesco KBW Bank ETF,36.21365016559352,91.8701505089735
2022-08-31,KBWB,Invesco KBW Bank ETF,35.37014756758765,89.73027479141506
2022-09-30,KBWB,Invesco KBW Bank ETF,36.44466207677352,92.45620297682541
2022-10-31,KBWB,Invesco KBW Bank ETF,35.32390997543743,89.61297497406473
2022-11-30,KBWB,Invesco KBW Bank ETF,35.647524841744996,90.43395121751627
2022-12-31,KBWB,Invesco KBW Bank ETF,36.84158368793917,93.46315057783521
2023-01-31,KBWB,Invesco KBW Bank ETF,36.83629805540293,93.4497414943979
2023-02-28,KBWB,Invesco KBW Bank ETF,36.4831452992962,92.55383078924041
2023-03-31,KBWB,Invesco KBW Bank ETF,35.78343883107608,90.77875044650935
2023-04-30,KBWB,Invesco KBW Bank ETF,36.53792127291203,92.69279156555959
2023-05-31,KBWB,Invesco KBW Bank ETF,36.47366874454631,92.52978978516603
2023-06-30,KBWB,Invesco KBW Bank ETF,37.22469982297989,94.43507516504647
2023-07-31,KBWB,Invesco KBW Bank ETF,38.13172695207937,96.73610581191734
2023-08-31,KBWB,Invesco KBW Bank ETF,37.21082076567725,94.39986548368361
2023-09-30,KBWB,Invesco KBW Bank ETF,36.81470214773641,93.39495499045178
2023-10-31,KBWB,Invesco KBW Bank ETF,36.72321218986837,93.1628547696521
2023-11-30,KBWB,Invesco KBW Bank ETF,37.38633949770557,94.84513770161392
2023-12-31,KBWB,Invesco KBW Bank ETF,37.43331658645313,94.96431354260142
2024-01-31,KBWB,Invesco KBW Bank ETF,37.05438536280535,94.0030056272191
2024-02-29,KBWB,Invesco KBW Bank ETF,37.79755418227311,95.88834529847233
2024-03-31,KBWB,Invesco KBW Bank ETF,37.27366298620995,94.55928946420636
2024-04-30,KBWB,Invesco KBW Bank ETF,38.51515692589334,97.70882657447139
2024-05-31,KBWB,Invesco KBW Bank ETF,38.60039866018307,97.92507572149283
2024-06-30,KBWB,Invesco KBW Bank ETF,38.72116949189467,98.23145838205602
2024-07-31,KBWB,Invesco KBW Bank ETF,38.051021645977926,96.5313650971728
2024-08-31,KBWB,Invesco KBW Bank ETF,38.653893366503475,98.06078605995958
2024-09-30,KBWB,Invesco KBW Bank ETF,38.43833727144873,97.51394334166821
2024-10-31,KBWB,Invesco KBW Bank ETF,38.41669630115069,97.45904251865396
2024-11-30,KBWB,Invesco KBW Bank ETF,38.54710891427318,97.78988534562795
2024-12-31,KBWB,Invesco KBW Bank ETF,38.17112929654423,96.83606533822415
2025-01-31,KBWB,Invesco KBW Bank ETF,38.201981320566574,96.91433361765687
2025-02-28,KBWB,Invesco KBW Bank ETF,39.42253116075822,100.01073779147985
2025-03-31,KBWB,Invesco KBW Bank ETF,39.02968167105676,99.01412072633417
2025-04-30,KBWB,Invesco KBW Bank ETF,39.33184952536031,99.78068819818256
2025-05-31,KBWB,Invesco KBW Bank ETF,39.82120469776467,101.02212984064496
2025-06-30,KBWB,Invesco KBW Bank ETF,38.54884722821695,97.79429526185886
2025-07-31,KBWB,Invesco KBW Bank ETF,39.116754009962115,99.23501392113296
2025-08-31,KBWB,Invesco KBW Bank ETF,39.68823556373119,100.68480139402762
2025-09-30,KBWB,Invesco KBW Bank ETF,39.886720706840514,101.1883369362297
2025-10-31,KBWB,Invesco KBW Bank ETF,39.590619251252335,100.43715926796311
2025-11-30,KBWB,Invesco KBW Bank ETF,40.380637284763075,102.44135037577892
2025-12-31,KBWB,Invesco KBW Bank ETF,40.05658132217502,101.61925511832321
2026-01-31,KBWB,Invesco KBW Bank ETF,39.42851671120927,100.02592249167724
2026-02-28,KBWB,Invesco KBW Bank ETF,39.65218503540633,100.59334506615157
2026-03-31,KBWB,Invesco KBW Bank ETF,40.60124801452386,103.00101616076168
2026-04-30,KBWB,Invesco KBW Bank ETF,40.51001422239676,102.76956580500097
2026-05-31,KBWB,Invesco KBW Bank ETF,39.40685037535032,99.97095731895264
2026-06-30,KBWB,Invesco KBW Bank ETF,41.10727346155359,104.2847485038813
2026-07-31,KBWB,Invesco KBW Bank ETF,40.80827891549697,103.52623137506446
